business_id,name,city,state,postal_code,is_open,categories,avg_stars,avg_useful,avg_funny,avg_cool,total_reviews
yMpz1drhkXySohWbFpJEOQ,Hubies Southern Style Cuisine,Philadelphia,PA,19104,1,"Restaurants, Southern",2.6,0.4,0.0,0.2,10
2LfbIS6K7jusVVgYYFtNIA,Hyon's Seafood & Restaurant,Philadelphia,PA,19139,1,"Restaurants, Seafood",3.85,1.3800000000000001,0.31,0.23,13
AByoH9ZvPRFl7snzovyj_g,Dairy Queen Grill & Chill,Indianapolis,IN,46260,1,"Food, Burgers, Hot Dogs, Restaurants, Sandwiches, Fast Food, Ice Cream & Frozen Yogurt",1.83,0.79,0.12,0.1,42
oZXf53yjY7i-1tUHxSLayg,Shaking Seafood,Philadelphia,PA,19107,1,"Cajun/Creole, Restaurants, Seafood",3.97,1.03,0.18,0.4,73
QqqEvUKvm2knSZL28hENKA,Culver's,Indianapolis,IN,46219,1,"Fast Food, Restaurants, Burgers",2.83,1.83,0.33,0.8300000000000001,6
1RUStfReoIm_8NzWXKSbCA,Lou Bird's,Philadelphia,PA,19146,1,"Restaurants, Nightlife, Cocktail Bars, Bars, Breakfast & Brunch, American (New)",3.92,1.41,0.23,0.6900000000000001,165
Ippv_wErDDItMRwmu1de3g,Nick's Charcoal Pit,Philadelphia,PA,19148,1,"Restaurants, Barbeque",3.65,0.72,0.29,0.37,143
2cfEAFZZee8fq3Xx6yZ87w,Starbucks,Philadelphia,PA,19104,1,"Restaurants, Coffee & Tea, Food, Cafes",3.82,0.41000000000000003,0.36,0.18,22
YlaS_HO1KG7dHKqaBgeFoA,S & M Seafood,Philadelphia,PA,19151,1,"Restaurants, Food, Seafood Markets, Seafood, Specialty Food",3.67,1.53,0.4,0.47000000000000003,15
vufXnNdvRl_Y0wAj_wLzOg,Chestnut 7,Philadelphia,PA,19118,0,"Restaurants, Pizza, American (New), Bars, Burgers, Nightlife, Pubs",3.1,0.59,0.04,0.12,92
TxYxXvC5RcRRCYR6rbJgEQ,Aspen,Philadelphia,PA,19130,0,Restaurants,3.86,1.14,0.0,1.14,7
zAxWNkDWBvgNfIwTAyCBMw,Zio's Brick Oven Pizzeria,Philadelphia,PA,19107,1,"Italian, Restaurants, Pizza",3.69,0.9400000000000001,0.31,0.44,198
xxL2_-oExRCwKs_Nyr0KiQ,Fadó Irish Pub,Philadelphia,PA,19102,1,"Pubs, Restaurants, Bars, Nightlife, Irish, Irish Pub",3.56,0.77,0.39,0.47000000000000003,466
h_gdl9cq1CFKcKukneRdVw,Studio Movie Grill,Indianapolis,IN,46268,1,"Cinema, Arts & Entertainment, Bars, American (Traditional), Restaurants, Nightlife",2.58,1.34,0.2,0.26,508
mqGtDoC2zgjcRZJ79iiBJA,Joyce's Soulful Cuisine,Philadelphia,PA,19139,0,"Caterers, Soul Food, Chicken Wings, Event Planning & Services, Food, Salad, Restaurants",3.31,3.15,0.85,0.77,13
MxwBFQoTbNUiyv0NF9KqKw,Marathon Pizza,Philadelphia,PA,19127,1,"Restaurants, Pizza",3.93,0.9,0.05,0.34,41
1CTNhKEqGbmG5r-sBbDoLg,Tampopo,Philadelphia,PA,19103,0,"Restaurants, Korean, Japanese",3.7600000000000002,0.6900000000000001,0.22,0.30000000000000004,283
ItmTAwIBFExWFAmDXnZxBg,Tavern at the Point,Indianapolis,IN,46204,1,"Gastropubs, Restaurants, Pubs, Beer Bar, Bars, American (Traditional), Nightlife",4.24,1.05,0.06,0.47000000000000003,211
pTy5tFm9y8uzMjXhjWweFA,Mr Joe's Cafe,Philadelphia,PA,19147,1,"Italian, Coffee & Tea, Restaurants, Food",4.41,1.26,0.29,0.45,66
IgYsMdOF966ROpFT2KEBwg,Panda Express,Indianapolis,IN,46202,1,"Chinese, Fast Food, Restaurants",2.5,0.26,0.05,0.1,58
P7f8_zKyP6uOBdj9vbQpzw,Mikey's American Grill & Sports Bar,Philadelphia,PA,19104,0,"Nightlife, American (Traditional), Sports Bars, Restaurants, Bars",2.49,0.73,0.32,0.24,63
EH2yDg_E61zwl-e19XTiFw,Tuscany Ristorante,Philadelphia,PA,19152,1,"Mediterranean, Restaurants, Italian",3.58,2.15,1.05,1.29,66
jpNERPfZ8FEd1KulNCpz-Q,Inner City Pizza,Indianapolis,IN,46214,1,"Pizza, Restaurants",4.19,0.56,0.0,0.31,16
xdtJQYjoohuvzfZXiSEgRQ,Golden Donut,Philadelphia,PA,19147,0,"Restaurants, Donuts, Food",3.5,2.23,1.6300000000000001,1.77,30
0-7N3z_cb3Z1xMGDrbez6w,Le Virtu,Philadelphia,PA,19148,1,"Italian, Restaurants",3.84,1.53,0.49,0.8,405
0wreSpWN2YuG4pLVDespcg,Gul's Breakfast & Lunch Cart,Philadelphia,PA,19104,1,"French, Food Stands, Restaurants",4.3,0.4,0.2,0.4,10
U06K56fiCWYTtktwQkZ9TA,McDonald's,Philadelphia,PA,19107,0,"Fast Food, Burgers, Restaurants",1.43,2.04,3.68,0.86,28
qEQVDlj9GoNRAHzZ2PF4Vw,HoiTea ToiTea,Indianapolis,IN,46240,1,"Cafes, Breakfast & Brunch, Bubble Tea, Restaurants, Food, Coffee & Tea",3.63,2.5100000000000002,0.49,1.97,35
xb5NsCqvQw2uE5HoQyDr0g,Stock's Bakery,Philadelphia,PA,19125,1,"Restaurants, Food, Bakeries",4.53,3.2,1.5,1.55,173
GZF6aC0nOhappc70jj5RJQ,Steve Stein's Famous Deli,Philadelphia,PA,19115,1,"Restaurants, Grocery, Event Planning & Services, Food, Caterers, Bakeries, Delis",3.68,3.11,0.8300000000000001,1.32,75
el71vYwT5M1bc6oFsBdqvQ,Nhu Quynh Banh Mi Cafe,Philadelphia,PA,19147,0,"Vietnamese, Restaurants",4.32,0.89,0.05,0.05,19
JIBa5XxXMO2IVP_p_o1Kkg,Xing Wang,Philadelphia,PA,19146,0,"Restaurants, American (Traditional)",2.2,0.8,0.0,0.2,5
qtyNbCXut-RQnnEQNJ9UzA,Desi Chaat House,Philadelphia,PA,19104,1,"Indian, Food, Restaurants",3.7600000000000002,1.09,0.5,0.53,247
9keW-zFxaTmy6qVrEYyzoA,Muscle Maker Grill,Philadelphia,PA,19107,0,"Restaurants, Specialty Food, Health Markets, Wraps, American (New), Food",3.6,2.47,0.87,1.4,15
OMHZ1htcmFQLuTp06hLe2Q,Phoebes BBQ,Philadelphia,PA,19146,0,"Barbeque, Restaurants, Buffets",2.48,1.41,0.35000000000000003,0.33,252
7j2ZxtDkRSanjQXyvQvt2w,Panda Restaurant,Indianapolis,IN,46254,1,"Diners, Chinese, Restaurants",3.69,1.08,0.08,0.0,13
JVZ_c3k01uAIas5B61iISg,Hard Rock Cafe,Philadelphia,PA,19107,1,"Restaurants, Nightlife, Sandwiches, Music Venues, Arts & Entertainment, American (New), Cafes, Burgers, American (Traditional)",2.77,0.7000000000000001,0.29,0.36,388
WHzeDa97M_eU1FEZaLJ_tw,Wawa,Philadelphia,PA,19111,1,"Food, Coffee & Tea, Sandwiches, Convenience Stores, Restaurants",3.63,0.74,0.21,0.37,19
fneeyCOYV5-oVeQP0TACog,Destination Dogs,Philadelphia,PA,19107,0,"American (Traditional), Restaurants, Nightlife, American (New), Bars, Hot Dogs",4.46,1.3800000000000001,0.41000000000000003,0.9500000000000001,336
7hwH3wiWB17U9Nw4EjJo0A,Xi'an Sizzling Woks,Philadelphia,PA,19104,1,"Chinese, Asian Fusion, Restaurants, Pan Asian, Noodles, Szechuan",3.3,1.68,0.55,0.53,53
m8ISlBOrLx8by-3iYrc3XA,Two Brothers Pizza,Philadelphia,PA,19140,1,"Pizza, Restaurants",3.0,0.19,0.38,0.14,21
kAmXP3e66dxu21-5_9sBsw,Ugly Moose,Philadelphia,PA,19128,0,"Bars, Restaurants, Nightlife, American (New), American (Traditional)",3.85,0.84,0.39,0.39,136
3JTyLA0by0oTDeg_j0HCMw,Ante Meridiem Brunch and Catering,Indianapolis,IN,46240,1,"Sandwiches, Cafes, Salad, Restaurants, Mexican, Breakfast & Brunch",4.97,1.0,0.06,0.65,31
6KpEhwks_1ZbdsGi0t7rjA,The M Room,Philadelphia,PA,19123,0,"Greek, Nightlife, Bars, Music Venues, Arts & Entertainment, Restaurants",3.6,1.15,0.1,0.4,20
yTI9g6FvD0yWRSBT7-oEEw,MCL Restaurant & Bakery,Indianapolis,IN,46220,0,"Restaurants, Soul Food, American (Traditional), Bakeries, Food",3.38,0.85,0.08,0.23,13
p6n22yw61I_8qOMb81Myig,Out of Wack Jacks Bar & Grill,Philadelphia,PA,19136,1,"Sports Bars, Bars, Nightlife, Restaurants, Barbeque, Beer Bar, Burgers",3.44,1.8800000000000001,0.56,0.88,16
KR-Pb1-fxE9TrZijQWH0Qg,Magic Carpet Foods,Philadelphia,PA,19104,1,"Fast Food, Food Trucks, Restaurants, Vegetarian, Food",4.25,0.59,0.14,0.32,44
hHatETvvcESC8YDXJLn66g,Wildwood Market,Indianapolis,IN,46203,1,"Specialty Food, Food, Restaurants, Sandwiches, Grocery, Cheese Shops, Food Delivery Services",4.71,1.79,0.13,1.24,189
fsqlE7jhO64Q62VDI_uRFQ,KoJa,Philadelphia,PA,19195,0,"Food Stands, Japanese, Restaurants, Korean",3.48,0.92,0.15,0.33,61
Qs1j6tx81LvCEjUYxloUZQ,Wings Etc,Indianapolis,IN,46203,1,"Bars, Sports Bars, Nightlife, Chicken Wings, Sandwiches, Restaurants",3.32,0.67,0.14,0.11,63
X-sCb_2Q46W5H2wbXmlK1w,Atiya Ola's Spirit First Foods,Philadelphia,PA,19143,1,"Vegetarian, Live/Raw Food, Fruits & Veggies, Salad, Restaurants, Specialty Food, Juice Bars & Smoothies, Food, Burgers, Farmers Market, Wraps",4.21,1.3,0.30000000000000004,0.67,94
Vd0YOj5GVv-Nxeo06HCfjA,Rival Bros Coffee,Philadelphia,PA,19148,1,"Food, Coffee Roasteries, Restaurants, Coffee & Tea, Cafes, Sandwiches",4.65,2.15,0.65,1.53,34
-nIXhxPvxST6bTuj9jo1UQ,DaMò Pasta Lab,Philadelphia,PA,19107,1,"Italian, Pasta Shops, Restaurants, Food, Specialty Food",4.31,1.33,0.24,0.63,182
q3Zn7rzKgPARQiQ1gufdBg,King's Wok,Indianapolis,IN,46254,1,"Restaurants, Japanese, Chinese",3.95,0.9500000000000001,0.05,0.16,19
hOVphvLElFBXKDArFRgUvQ,Liter House,Indianapolis,IN,46220,1,"Bars, Restaurants, American (New), Caterers, Brewpubs, Food, Beer Gardens, Breweries, Nightlife, Event Planning & Services, German",4.23,1.28,0.19,0.68,207
dAyIK3V2FO7sU-ICjtIdmA,Penn's Port Pub,Philadelphia,PA,19148,1,"Nightlife, Restaurants, Adult Entertainment, Bars, American (Traditional)",4.33,1.8,1.4,1.33,15
KVFUBgmPEHGUaJNkpMGcLw,Opa,Philadelphia,PA,19107,0,"Mediterranean, Greek, Restaurants, Tapas/Small Plates",3.38,0.9400000000000001,0.35000000000000003,0.28,457
4wq9bzoCe3Mh0cPbYH1eDg,Max's Steaks,Philadelphia,PA,19140,1,"Steakhouses, Bars, Nightlife, Sandwiches, Restaurants, Cheesesteaks",4.18,1.54,0.77,0.93,691
PULLubixBqQhUbfRUtfHzw,Rise & Shine,Indianapolis,IN,46237,1,"Chicken Wings, Burgers, Breakfast & Brunch, Restaurants",3.97,0.54,0.04,0.41000000000000003,69
aVmuaNh8Z8gKSkoP418H9w,Cafe Apamate,Philadelphia,PA,19195,0,"Restaurants, Coffee & Tea, Tapas Bars, Basque, Spanish, Food",3.5,1.8900000000000001,0.44,1.22,36
5tQ_G8aG1AMFORCp3gMPwQ,Old Country Buffet,Philadelphia,PA,19124,0,"Buffets, Breakfast & Brunch, Restaurants, American (New)",2.45,1.82,0.5,0.32,22
39Vq4--74ljOpcFqn6vbGw,Frog Commissary,Philadelphia,PA,19103,1,"Caterers, Restaurants, Event Planning & Services",4.8,1.6,0.4,1.2,5
kLLbQd_TYH4B2Y8_VOGikw,Burger King,Indianapolis,IN,46222,1,"Restaurants, Fast Food, Burgers",1.87,1.13,0.87,0.67,15
sUZTa4qZS4gyQejxdWr-rQ,El Torito Grill,Indianapolis,IN,46240,0,"Mexican, Restaurants",4.33,0.44,0.11,0.33,9
UKjsgjXuWfRFyb8ArFOfCg,Coaches Tavern,Indianapolis,IN,46204,1,"American (New), Bars, Sports Bars, Restaurants, Nightlife",3.67,1.43,0.27,0.5,101
9YxqrKuDxwbMqcbKmTQFtQ,Dunkin',Philadelphia,PA,19142,1,"Donuts, Coffee & Tea, Restaurants, Food",1.62,0.25,0.12,0.0,8
e7L_WgUY6kXqlkspUkUHzw,Bakery Lakay,Philadelphia,PA,19111,1,"Restaurants, Haitian, Caribbean",3.67,3.0,0.17,0.17,6
YC6kIDnyVUU96LF_cuHl8w,King David Dogs,Indianapolis,IN,46241,0,"Restaurants, Hot Dogs, American (Traditional), Local Flavor",2.58,0.73,0.23,0.35000000000000003,74
I2ISRV7IybkMc3HEYKUE9g,Audrey Claire,Philadelphia,PA,19103,0,"Restaurants, Greek, Mediterranean, Seafood, American (New)",3.81,0.62,0.17,0.30000000000000004,739
qvGoBKNSoW6PW1eE0C3t6A,Shake Shack,Indianapolis,IN,46204,1,"Sandwiches, Hot Dogs, Restaurants, Burgers",4.2,2.0,0.0,1.0,5
zeG4Jb_ORGiqnGmcww_a4w,La Llorona Cantina,Philadelphia,PA,19145,1,"Restaurants, Mexican, Nightlife, Breakfast & Brunch, Cocktail Bars, Bars",4.45,1.42,0.18,0.73,33
_r8Uv8fZpkTqQBaaG51Yhg,The North End BBQ,Indianapolis,IN,46240,0,"Nightlife, Restaurants, Barbeque, Bars, Beer Bar, Cocktail Bars",3.72,1.12,0.11,0.61,454
eVl0n0p1YBwVtERGmRqH2A,Henry's China,Philadelphia,PA,19115,0,"Restaurants, Chinese",3.47,2.71,1.53,2.06,17
HI5ldaAiOYY-ii5LsgARug,The Grill  Smuckers,Philadelphia,PA,19107,1,"Restaurants, American (New), Breakfast & Brunch, Farmers Market, Food",4.5,1.85,0.8200000000000001,1.14,121
Ll7tIEnd6YQaB99fKIXY1A,Baileys at Bluff,Indianapolis,IN,46217,0,"Restaurants, Nightlife, Bars, Music Venues, Arts & Entertainment, American (Traditional)",2.69,0.88,0.12,0.12,16
d3Mo1nrFbiOPa1_8xs4YHg,Mac Mart Food Truck,Philadelphia,PA,19103,1,"Fast Food, Food Trucks, Food, American (New), Restaurants, American (Traditional), Comfort Food",4.05,1.31,0.37,0.72,83
GaPP9IECXksFDYGoSX1Wvw,Kung Fu Hoagies,Philadelphia,PA,19104,0,"Food, Event Planning & Services, Vegan, Food Stands, Vegetarian, Food Trucks, Street Vendors, Restaurants, Soup, Caterers, Noodles",4.61,1.39,0.54,0.99,67
5q6c3Nf4Y5WG5pk16_tcYA,Subway of Frankford,Philadelphia,PA,19136,0,"Restaurants, Sandwiches",1.0,0.8,0.8,0.4,5
4zO8hLVYW5s4C1hAMnj6Kg,Casa Grande Mexican Grill,Indianapolis,IN,46250,0,"Restaurants, Mexican",3.58,0.37,0.26,0.0,19
fHE7blPUyQQwzqmaaquGwQ,Eeva,Philadelphia,PA,19122,1,"Food, Restaurants, Pizza, Bakeries, Beer, Wine & Spirits",4.39,0.48,0.30000000000000004,0.17,23
-AanHawaDlzWHQjrqRRWig,Au Bon Pain,Philadelphia,PA,19104,1,"Bakeries, Restaurants, Food, Cafes",2.65,0.65,0.44,0.4,43
LyguE1WMUm35dW72n65Xnw,Avance,Philadelphia,PA,19102,0,"Restaurants, American (New)",4.02,1.67,0.65,0.48,66
noBinj5ChHbPCHfqTcUO6g,Plenty Café,Philadelphia,PA,19103,0,"American (New), Wine Bars, Cafes, Restaurants, Coffee & Tea, Food, Nightlife, Bars, Breakfast & Brunch",3.59,1.07,0.35000000000000003,0.54,255
eXGnRQMGYgH4dahF7SiHCg,Bintou African & American Restaurant,Philadelphia,PA,19142,1,"African, Restaurants, American (Traditional)",4.14,0.86,0.14,0.29,7
CKoWQ50vkEc1TwJXnQK7SA,Naisa Pan-Asian Cafe,Indianapolis,IN,46203,0,"Chinese, Restaurants, Asian Fusion, Vegetarian",4.26,1.0,0.17,0.48,238
un0xxX785wfQfprryh0TjQ,Lucky's Last Chance,Philadelphia,PA,19127,1,"Burgers, Pubs, Restaurants, Hot Dogs, Nightlife, Beer, Wine & Spirits, Food, Bars",4.38,0.88,0.30000000000000004,0.49,596
f1GinwRwdwBlCj_ZwekN8g,Gigi Pizza,Philadelphia,PA,19147,1,"Sandwiches, American (New), Restaurants, Pizza",4.0,0.71,0.18,0.18,17
4bx6V3IBe-J_BrrpLMjTJw,Gianna Jr's,Philadelphia,PA,19195,0,"Restaurants, Food, Vegetarian, Vegan",3.0,2.0,0.92,1.33,12
MuCoKxrahsUHyY0pXcTl6Q,Hungry Howie's Pizza,Indianapolis,IN,46250,0,"Restaurants, Pizza",3.09,0.91,0.18,0.36,11
Oh3Q3QfhMl2DArFiLUrT9Q,La Fourno Ristorante Trattoria,Philadelphia,PA,19147,0,"Restaurants, Italian, Pizza",4.05,5.59,0.13,0.23,276
F2aSixBUyZnQgpu1ibREOg,Fitzgerald's Lunch House,Indianapolis,IN,46216,1,"Restaurants, Delis, Sandwiches",4.79,0.74,0.2,0.47000000000000003,174
QYhmr5L6rDDprQYXmflCeg,El Jalapeno Mexican Restaurant,Indianapolis,IN,46227,1,"Mexican, Restaurants, Tex-Mex",4.11,0.47000000000000003,0.11,0.28,75
HkhqlX-GOrm96yvG3wHZqw,Highpointe Performance Cafe,Philadelphia,PA,19128,0,"Tea Rooms, Food, Coffee & Tea, Restaurants, Cafes",3.8,1.4,0.2,0.2,5
iOBs_J9oVIwVKsmfBHBs6w,Pub36,Philadelphia,PA,19136,0,"Restaurants, Bars, Irish Pub, Caterers, Irish, Nightlife, Event Planning & Services, Pubs",3.84,0.68,0.32,0.16,25
k2w1Zf6F6bRQoOzXAi3Atw,Mantra,Philadelphia,PA,19103,0,"Bars, Nightlife, Lounges, Asian Fusion, Restaurants",2.82,1.27,0.09,0.55,11
0INrDX--UuVvHVKpk4mL5Q,1718 Bates-Hendricks HouseBar,Indianapolis,IN,46225,1,"Whiskey Bars, Pubs, Breakfast & Brunch, Delis, Tapas/Small Plates, Nightlife, Bars, Restaurants, Tapas Bars",4.76,2.38,0.14,1.05,42
Aa22L6_BgxPR5j1IitCRVg,Tios Mexican Restaurant,Indianapolis,IN,46241,1,"Restaurants, Mexican, Tex-Mex",4.31,0.62,0.15,0.31,13
hVRebPv7EKMUGVV2m5IKaQ,McDonald's,Philadelphia,PA,19115,0,"Coffee & Tea, Food, Fast Food, Burgers, Restaurants",1.69,0.58,0.19,0.08,26
fq-wQAMXS7CO4L8GkpOSyQ,Mousetrap Bar & Grill,Indianapolis,IN,46220,1,"Nightlife, American (Traditional), Restaurants, Sports Bars, Bars",4.17,1.4,0.5700000000000001,1.02,92
YcjTnHvyt_oMkfk5FAg8nQ,Alessandros Pizza & Grill,Philadelphia,PA,19123,0,"Pizza, Restaurants, Italian",3.64,0.71,0.14,0.32,28
hK2qJ2L0yfs7h5-s85bq4A,Harolds Chicken,Indianapolis,IN,46220,0,"Restaurants, Chicken Wings, Seafood",4.83,1.17,0.17,0.17,6
5Hvt4NPyJBRV8BL6U3xMuQ,Not Just Pizza,Philadelphia,PA,19123,0,"Pizza, Sandwiches, Italian, Restaurants",3.16,0.68,0.38,0.32,63
Xkdu_37aNqJxilh9XQSmEA,The Rook Manayunk,Philadelphia,PA,19127,1,"Breakfast & Brunch, Sports Bars, Juice Bars & Smoothies, Beer, Wine & Spirits, Nightlife, Food, Bars, Restaurants",3.96,0.96,0.22,0.22,54
Mwc3n5Psw9wRaQ22vZWDYQ,Bar Hygge,Philadelphia,PA,19130,1,"Food, Restaurants, Breweries, Comfort Food, Brewpubs, Breakfast & Brunch, Gastropubs",4.34,1.16,0.35000000000000003,0.77,404
-s8cHUa89WF4A5JWZtAAhQ,La Costenita,Indianapolis,IN,46222,1,"Restaurants, Mexican, Tacos, Bars, Nightlife",3.56,1.22,0.11,0.33,9
pvDeQWBMRharchOi7wi7XA,University Pizza & Wings,Philadelphia,PA,19104,0,"Restaurants, Pizza",1.86,0.86,0.43,0.5700000000000001,7
G2oWC7vWPTiTZt--0bUMzA,Kalaya,Philadelphia,PA,19147,1,"Thai, Restaurants",4.31,1.92,0.41000000000000003,0.89,289
U8rN2Euy3kLW5HkKfzfveg,Philly Pretzel Factory,Philadelphia,PA,19103,0,"Pretzels, Food, Restaurants, Hot Dogs, Bakeries",2.62,2.62,1.5,2.0,8
rQKL-bO8Xup4gCPcj_oz6w,PlantPure Cafe,Philadelphia,PA,19107,0,"Sandwiches, Salad, Vegetarian, Vegan, Restaurants, Fast Food",4.58,1.32,0.52,0.72,60
xC9O7QDsx3o8oTENWVFMvg,New Quality Restaurant,Philadelphia,PA,19134,1,"Breakfast & Brunch, Restaurants",3.92,0.46,0.31,0.38,13
TQGYBIz8LEZPZCnhkCuisA,Trattoria Alla Costiera,Philadelphia,PA,19147,0,"Restaurants, Italian",3.21,1.74,0.21,0.58,19
o45O8DI0MJXYsHnoIkP0jg,D'jakarta Cafe,Philadelphia,PA,19145,1,"Restaurants, Seafood, Indonesian, Asian Fusion",4.41,1.69,0.51,1.12,111
8VsGdezAKZh8atZ0tmVskg,Amigo's Bakery,Philadelphia,PA,19148,1,"Cupcakes, Patisserie/Cake Shop, Desserts, Restaurants, Food, Bakeries, Tex-Mex",4.19,0.96,0.04,0.23,26
cLMEXkaxC50y9Su29gANgQ,Papa Murphy's,Indianapolis,IN,46268,0,"Pizza, Restaurants",3.2,0.2,0.4,0.0,5
yXbhFZH3Rg_rRg7EaxrEdg,Bento Asian Bistro,Indianapolis,IN,46202,1,"Thai, Restaurants, Asian Fusion, Japanese, Sushi Bars",3.77,1.01,0.31,0.45,177
8hKi4SyepMGe2W1L4aQ_JQ,Italian Kitchen,Philadelphia,PA,19151,1,"Pizza, Breakfast & Brunch, Italian, Sandwiches, Restaurants",3.0,0.81,0.19,0.41000000000000003,27
ji6tv8WRNuYF3BAEKAhecA,La Blanca Nieves,Indianapolis,IN,46226,1,"Fast Food, Ice Cream & Frozen Yogurt, Food, Restaurants",3.52,1.56,0.4,1.2,25
35jNPbB_-8oh-LHb9GEIQg,James Restaurant & Bar,Philadelphia,PA,19103,0,"Restaurants, Nightlife, American (New), Breakfast & Brunch, American (Traditional), Cocktail Bars, Bars",3.33,1.16,0.2,0.44,207
nEhYqDvaRleiKf533ZsdWg,Maki of Japan,Philadelphia,PA,19153,1,"Restaurants, Chinese",2.71,1.0,0.24,0.48,21
EP7GpUM6lGWOpvkxG-9C6Q,Roller's Express-O,Philadelphia,PA,19118,0,"Restaurants, Breakfast & Brunch",3.15,1.09,0.19,0.43,47
55gCXlWDDCdttR3yRss1xw,The Rittenhouse Hotel,Philadelphia,PA,19103,1,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels",4.22,1.6400000000000001,0.65,0.86,130
DKRssfE83bAnqHvwXK5DqA,Randazzo's Pizzeria,Philadelphia,PA,19146,1,"Burgers, Pizza, Restaurants, Italian",3.94,0.87,0.38,0.47000000000000003,159
tS-H8ddiBHAHQdSFt2eMjg,Queen Village Pizza,Philadelphia,PA,19147,0,"Restaurants, Pizza",2.21,0.71,0.86,0.36,14
WoDFTyLtU3RhHPx-7GhQyA,CAVA,Philadelphia,PA,19103,1,"Restaurants, Salad, Mediterranean",3.92,1.3800000000000001,0.13,0.58,112
d0SWibA5U7XIKn8I1VNbPA,Fanti's Pizza,Philadelphia,PA,19111,0,"Sandwiches, Pizza, Burgers, Restaurants",2.93,0.87,0.47000000000000003,0.2,15
DxylEakkwGY7nRCgY691vA,Elements,Indianapolis,IN,46204,0,"Restaurants, American (New)",3.78,0.56,0.11,0.11,9
Ipt9ga67vVC_2ob3YmVwNA,Lincoln Square Pancake House,Indianapolis,IN,46226,1,"Breakfast & Brunch, Greek, American (Traditional), Restaurants",4.03,0.66,0.14,0.61,123
q4AxwoWQs6rk2nkWJuYZIA,Triangle Tavern,Philadelphia,PA,19147,1,"American (Traditional), Restaurants, Nightlife, Bars, Pubs, Gastropubs",4.13,1.14,0.29,0.5700000000000001,227
YZtPfTnsJiNxImIHKaRV3g,Empire Szechuan,Philadelphia,PA,19115,1,"Japanese, Food, Food Delivery Services, American (Traditional), Health Markets, Restaurants, Specialty Food, Seafood, Asian Fusion, Szechuan, Chinese",3.57,4.14,2.0,2.29,7
gr5eG2ciS_6M-brZVQ-KEA,Kabobi,Philadelphia,PA,19116,1,"Restaurants, Halal, Barbeque, Pakistani, Asian Fusion, Bangladeshi, Indian, Middle Eastern",4.15,1.46,0.4,0.77,95
sX-HF1WzCOpvePr4EMSlHA,Zen Tea House,Philadelphia,PA,19176,0,"Coffee & Tea, Restaurants, Asian Fusion, Food",3.92,2.25,0.33,2.17,12
PH3U6L2eeKaPTjO6XYGalw,Papa Roux Toux,Indianapolis,IN,46204,0,"Cajun/Creole, Restaurants",4.2,0.68,0.48,0.54,50
XFfuR-F1_wDbcf8xo2DVPw,Dae Bak,Philadelphia,PA,19107,1,"Restaurants, Korean",3.9,1.54,0.44,0.65,221
f-vB1_GyGBYzHX68xS5Dfw,Saigon Quy-Bau Restaurant,Philadelphia,PA,19147,1,"Chinese, French, Vietnamese, Thai, American (Traditional), Asian Fusion, Restaurants",4.21,0.89,0.11,0.21,19
RArLnyQn4RZrf1SQ9rOJcA,Darrin's Coffee Company,Indianapolis,IN,46234,0,"Sandwiches, Coffee & Tea, Specialty Food, Restaurants, Food",4.27,1.0,0.27,0.8,30
l-wmZp5VZ9FCNjyitKHlHw,Jerusalem Foods,Philadelphia,PA,19123,1,"Food, Grocery, Convenience Stores, Mediterranean, Restaurants",4.32,0.79,0.21,0.42,19
DTbKzkWQGWJsHvhE6OcUFw,Little Pete's Restaurant,Philadelphia,PA,19130,1,"Greek, Restaurants, Breakfast & Brunch, American (Traditional), Diners",3.9,1.21,0.4,0.68,150
FkMO7IzhoeY5SinJwaXtcg,Afghan Kabob House,Philadelphia,PA,19149,0,"Afghan, Restaurants",3.65,1.59,0.24,0.35000000000000003,17
43AC2TqfcQcenT6srX5QCA,Frankie Ann's,Philadelphia,PA,19130,0,"Event Planning & Services, American (New), Nightlife, Sports Bars, Bars, Venues & Event Spaces, American (Traditional), Restaurants",2.74,0.8,0.06,0.06,54
2x56v8tFBnCcYRZCe58msw,World of Beer,Indianapolis,IN,46204,1,"Bars, Beer, Wine & Spirits, Nightlife, Beer Bar, Restaurants, Gastropubs, Food",3.37,0.75,0.06,0.34,151
LOXQelUlZaLnz7zPtEpTsg,LongHorn Steakhouse,Indianapolis,IN,46278,1,"Barbeque, American (Traditional), Restaurants, Steakhouses",3.5100000000000002,0.67,0.11,0.27,85
V_N2ZVEKMDIbUvATk50UlA,Copper Moon Coffee,Indianapolis,IN,46202,1,"Bakeries, Coffee & Tea, Food, Sandwiches, Restaurants",2.11,4.44,1.11,1.11,9
OjM_Q540jV0AHKCLOX7gHA,Panera Bread,Philadelphia,PA,19107,1,"Restaurants, Soup, Salad, Sandwiches",2.96,0.72,0.2,0.19,145
T6P9oKS2V6KflrWxiW4-bg,88 Korean BBQ,Philadelphia,PA,19154,0,"Barbeque, Korean, Restaurants, Buffets",3.45,1.21,0.68,0.63,38
jHzcO9EKlsxjiVHxb4b53A,PadChili,Philadelphia,PA,19147,0,"Chinese, Thai, Restaurants",3.67,0.19,0.04,0.11,27
JPiSCbw4-BK1oCmPPs09hQ,Manayunk Diner,Philadelphia,PA,19127,0,"Diners, Restaurants",1.96,2.12,0.81,0.32,104
